transaction_id,user_id,payee,amount,date,day_of_week,category,family_size,has_children,payee_norm,label
txn_0000112,user_0001,LIVE NATION,94.76,22-01-2024,Monday,Entertainment,3,1,LIVE NATION,6
txn_0000113,user_0001,LIVE NATION,39.51,22-01-2024,Monday,Entertainment,3,1,LIVE NATION,6
txn_0000114,user_0001,REGAL CINEMAS #3634,46.17,22-01-2024,Monday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000115,user_0001,LIVE NATION,40.13,26-01-2024,Friday,Entertainment,3,1,LIVE NATION,6
txn_0000116,user_0001,TICKETMASTER,81.93,27-01-2024,Saturday,Entertainment,3,1,TICKETMASTER,6
txn_0000117,user_0001,STUBHUB,22.04,29-01-2024,Monday,Entertainment,3,1,STUBHUB,6
txn_0000118,user_0001,TOPGOLF #778,13.69,30-01-2024,Tuesday,Entertainment,3,1,TOPGOLF,6
txn_0000119,user_0001,TICKETMASTER,14.62,30-01-2024,Tuesday,Entertainment,3,1,TICKETMASTER,6
txn_0000120,user_0001,AMC THEATRES #8451,39.09,03-02-2024,Saturday,Entertainment,3,1,AMC THEATRES,6
txn_0000121,user_0001,REGAL CINEMAS #6153,106.24,04-02-2024,Sunday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000122,user_0001,TOPGOLF #431,74.7,04-02-2024,Sunday,Entertainment,3,1,TOPGOLF,6
txn_0000123,user_0001,REGAL CINEMAS #7622,86.54,06-02-2024,Tuesday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000124,user_0001,AMC THEATRES #9889,19.57,06-02-2024,Tuesday,Entertainment,3,1,AMC THEATRES,6
txn_0000125,user_0001,STUBHUB,10.26,06-02-2024,Tuesday,Entertainment,3,1,STUBHUB,6
txn_0000126,user_0001,TICKETMASTER,38.29,08-02-2024,Thursday,Entertainment,3,1,TICKETMASTER,6
txn_0000127,user_0001,AMC THEATRES #4073,58.31,09-02-2024,Friday,Entertainment,3,1,AMC THEATRES,6
txn_0000128,user_0001,LIVE NATION,44.09,21-02-2024,Wednesday,Entertainment,3,1,LIVE NATION,6
txn_0000129,user_0001,STUBHUB,108.45,24-02-2024,Saturday,Entertainment,3,1,STUBHUB,6
txn_0000130,user_0001,STUBHUB,35.01,25-02-2024,Sunday,Entertainment,3,1,STUBHUB,6
txn_0000131,user_0001,AMC THEATRES #4335,97.76,26-02-2024,Monday,Entertainment,3,1,AMC THEATRES,6
txn_0000132,user_0001,TOPGOLF #662,20.75,26-02-2024,Monday,Entertainment,3,1,TOPGOLF,6
txn_0000133,user_0001,BOWLERO #394,15.73,27-02-2024,Tuesday,Entertainment,3,1,BOWLERO,6
txn_0000134,user_0001,STUBHUB,59.65,28-02-2024,Wednesday,Entertainment,3,1,STUBHUB,6
txn_0000135,user_0001,STUBHUB,68.43,29-02-2024,Thursday,Entertainment,3,1,STUBHUB,6
txn_0000136,user_0001,REGAL CINEMAS #1472,79.7,04-03-2024,Monday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000137,user_0001,DAVE AND BUSTERS,24.63,11-03-2024,Monday,Entertainment,3,1,DAVE AND BUSTERS,6
txn_0000138,user_0001,BOWLERO #418,92.55,11-03-2024,Monday,Entertainment,3,1,BOWLERO,6
txn_0000139,user_0001,AMC THEATRES #7684,106.76,13-03-2024,Wednesday,Entertainment,3,1,AMC THEATRES,6
txn_0000140,user_0001,REGAL CINEMAS #4681,17.77,16-03-2024,Saturday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000141,user_0001,REGAL CINEMAS #8560,34.56,17-03-2024,Sunday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000142,user_0001,REGAL CINEMAS #3522,66.48,17-03-2024,Sunday,Entertainment,3,1,REGAL CINEMAS,6
txn_0000143,user_0001,STUBHUB,35.74,18-03-2024,Monday,Entertainment,3,1,STUBHUB,6
txn_0000144,user_0001,TOPGOLF #621,3.57,19-03-2024,Tuesday,Entertainment,3,1,TOPGOLF,6
txn_0000145,user_0001,TOPGOLF #525,0.36,21-03-2024,Thursday,Entertainment,3,1,TOPGOLF,6
txn_0000146,user_0001,STUBHUB,0.04,21-03-2024,Thursday,Entertainment,3,1,STUBHUB,6
txn_0000153,user_0001,PEACOCK TV,7.54,02-01-2024,Tuesday,Streaming,3,1,PEACOCK TV,22
txn_0000154,user_0001,HBO MAX,23.0,05-01-2024,Friday,Streaming,3,1,HBO MAX,22
txn_0000155,user_0001,APPLE.COM/BILL,24.8,06-01-2024,Saturday,Streaming,3,1,APPLE.COM/BILL,22
txn_0000156,user_0001,YOUTUBE PREMIUM,13.48,10-01-2024,Wednesday,Streaming,3,1,YOUTUBE PREMIUM,22
txn_0000157,user_0001,AMAZON PRIME,23.33,13-01-2024,Saturday,Streaming,3,1,AMAZON PRIME,22
txn_0000158,user_0001,SPOTIFY USA,11.88,13-01-2024,Saturday,Streaming,3,1,SPOTIFY USA,22
txn_0000159,user_0001,APPLE.COM/BILL,6.06,17-01-2024,Wednesday,Streaming,3,1,APPLE.COM/BILL,22
txn_0000160,user_0001,PARAMOUNT PLUS,21.97,19-01-2024,Friday,Streaming,3,1,PARAMOUNT PLUS,22
txn_0000161,user_0001,AMAZON PRIME,24.42,10-02-2024,Saturday,Streaming,3,1,AMAZON PRIME,22
txn_0000162,user_0001,APPLE.COM/BILL,18.76,12-02-2024,Monday,Streaming,3,1,APPLE.COM/BILL,22
txn_0000163,user_0001,PEACOCK TV,20.52,18-02-2024,Sunday,Streaming,3,1,PEACOCK TV,22
txn_0000164,user_0001,PARAMOUNT PLUS,25.04,22-02-2024,Thursday,Streaming,3,1,PARAMOUNT PLUS,22
txn_0000165,user_0001,NETFLIX.COM,15.82,22-02-2024,Thursday,Streaming,3,1,NETFLIX.COM,22
txn_0000166,user_0001,YOUTUBE PREMIUM,16.66,26-02-2024,Monday,Streaming,3,1,YOUTUBE PREMIUM,22
txn_0000167,user_0001,SPOTIFY USA,13.31,28-02-2024,Wednesday,Streaming,3,1,SPOTIFY USA,22
txn_0000168,user_0001,DISNEY PLUS,22.78,01-03-2024,Friday,Streaming,3,1,DISNEY PLUS,22
txn_0000169,user_0001,HBO MAX,14.3,04-03-2024,Monday,Streaming,3,1,HBO MAX,22
txn_0000170,user_0001,DISNEY PLUS,26.52,05-03-2024,Tuesday,Streaming,3,1,DISNEY PLUS,22
txn_0000171,user_0001,SPOTIFY USA,23.23,08-03-2024,Friday,Streaming,3,1,SPOTIFY USA,22
txn_0000172,user_0001,AMAZON PRIME,2.32,16-03-2024,Saturday,Streaming,3,1,AMAZON PRIME,22
txn_0000173,user_0001,SPOTIFY USA,0.23,24-03-2024,Sunday,Streaming,3,1,SPOTIFY USA,22
txn_0000174,user_0001,SPOTIFY USA,0.02,24-03-2024,Sunday,Streaming,3,1,SPOTIFY USA,22
txn_0000176,user_0001,ZARA #5837,49.94,15-01-2024,Monday,Clothing,3,1,ZARA,3
txn_0000177,user_0001,AMAZON.COM*9XJUY0,75.5,26-01-2024,Friday,Clothing,3,1,AMAZON.COM,3
txn_0000178,user_0001,AMAZON.COM*60361I,23.56,02-02-2024,Friday,Clothing,3,1,AMAZON.COM,3
txn_0000179,user_0001,TJMAXX #4588,80.28,06-02-2024,Tuesday,Clothing,3,1,TJMAXX,3
txn_0000180,user_0001,H&M #4115,28.77,07-02-2024,Wednesday,Clothing,3,1,H&M,3
txn_0000181,user_0001,NIKE.COM,86.82,08-02-2024,Thursday,Clothing,3,1,NIKE.COM,3
txn_0000182,user_0001,MACYS #3240,100.69,08-02-2024,Thursday,Clothing,3,1,MACYS,3
txn_0000183,user_0001,H&M #2591,64.89,14-02-2024,Wednesday,Clothing,3,1,H&M,3
txn_0000184,user_0001,H&M #1645,97.11,15-02-2024,Thursday,Clothing,3,1,H&M,3
txn_0000185,user_0001,MACYS #8222,148.91,19-02-2024,Monday,Clothing,3,1,MACYS,3
txn_0000186,user_0001,AMAZON.COM*U0DK0G,52.57,24-02-2024,Saturday,Clothing,3,1,AMAZON.COM,3
txn_0000187,user_0001,WALMART #9837,51.61,26-02-2024,Monday,Clothing,3,1,WALMART,3
txn_0000188,user_0001,TJMAXX #9697,135.02,28-02-2024,Wednesday,Clothing,3,1,TJMAXX,3
txn_0000189,user_0001,GAP #5465,91.45,29-02-2024,Thursday,Clothing,3,1,GAP,3
txn_0000190,user_0001,WALMART #5210,149.16,02-03-2024,Saturday,Clothing,3,1,WALMART,3
txn_0000191,user_0001,OLD NAVY #5835,113.55,11-03-2024,Monday,Clothing,3,1,OLD NAVY,3
txn_0000192,user_0001,ZARA #6549,129.97,14-03-2024,Thursday,Clothing,3,1,ZARA,3
txn_0000193,user_0001,TARGET #8673,62.58,14-03-2024,Thursday,Clothing,3,1,TARGET,3
txn_0000194,user_0001,TARGET #3306,140.48,16-03-2024,Saturday,Clothing,3,1,TARGET,3
txn_0000195,user_0001,KOHLS #7511,106.24,22-03-2024,Friday,Clothing,3,1,KOHLS,3
txn_0000196,user_0001,GAP #6992,146.03,27-03-2024,Wednesday,Clothing,3,1,GAP,3
txn_0000197,user_0001,TARGET #7464,31.54,29-03-2024,Friday,Clothing,3,1,TARGET,3
txn_0000198,user_0001,VCA ANIMAL HOSP,19.7,04-01-2024,Thursday,Pets,3,1,VCA ANIMAL HOSP,15
txn_0000199,user_0001,VCA ANIMAL HOSP,83.46,14-01-2024,Sunday,Pets,3,1,VCA ANIMAL HOSP,15
txn_0000200,user_0001,CHEWY.COM,73.48,17-02-2024,Saturday,Pets,3,1,CHEWY.COM,15
txn_0000201,user_0001,VCA ANIMAL HOSP,100.09,18-02-2024,Sunday,Pets,3,1,VCA ANIMAL HOSP,15
txn_0000202,user_0001,PETCO #2035,100.03,01-03-2024,Friday,Pets,3,1,PETCO,15
txn_0000203,user_0001,PETLAND #943,35.24,15-03-2024,Friday,Pets,3,1,PETLAND,15
txn_0000204,user_0001,GREAT CLIPS #8450,45.43,05-01-2024,Friday,Personal Care,3,1,GREAT CLIPS,14
txn_0000205,user_0001,GREAT CLIPS #4475,62.48,08-01-2024,Monday,Personal Care,3,1,GREAT CLIPS,14
txn_0000206,user_0001,SALLY BEAUTY #1349,58.75,13-01-2024,Saturday,Personal Care,3,1,SALLY BEAUTY,14
txn_0000207,user_0001,GREAT CLIPS #6464,20.4,25-01-2024,Thursday,Personal Care,3,1,GREAT CLIPS,14
txn_0000208,user_0001,SUPERCUTS #3063,15.26,28-01-2024,Sunday,Personal Care,3,1,SUPERCUTS,14
txn_0000209,user_0001,SEPHORA #4362,14.68,31-01-2024,Wednesday,Personal Care,3,1,SEPHORA,14
txn_0000210,user_0001,GREAT CLIPS #4394,83.71,05-02-2024,Monday,Personal Care,3,1,GREAT CLIPS,14
txn_0000211,user_0001,SEPHORA #4538,20.36,05-02-2024,Monday,Personal Care,3,1,SEPHORA,14
txn_0000212,user_0001,SUPERCUTS #6383,28.91,15-02-2024,Thursday,Personal Care,3,1,SUPERCUTS,14
txn_0000213,user_0001,SUPERCUTS #1046,50.7,16-02-2024,Friday,Personal Care,3,1,SUPERCUTS,14
txn_0000214,user_0001,SPORT CLIPS #3370,39.98,17-02-2024,Saturday,Personal Care,3,1,SPORT CLIPS,14
txn_0000215,user_0001,SUPERCUTS #9850,38.71,17-02-2024,Saturday,Personal Care,3,1,SUPERCUTS,14
txn_0000216,user_0001,SPORT CLIPS #3858,80.36,20-02-2024,Tuesday,Personal Care,3,1,SPORT CLIPS,14
txn_0000217,user_0001,GREAT CLIPS #1422,62.15,03-03-2024,Sunday,Personal Care,3,1,GREAT CLIPS,14
txn_0000218,user_0001,SUPERCUTS #1243,50.89,10-03-2024,Sunday,Personal Care,3,1,SUPERCUTS,14
txn_0000219,user_0001,SPORT CLIPS #4898,54.29,23-03-2024,Saturday,Personal Care,3,1,SPORT CLIPS,14
txn_0000220,user_0001,SEPHORA #6304,17.65,25-03-2024,Monday,Personal Care,3,1,SEPHORA,14
txn_0000221,user_0001,GREAT CLIPS #3854,1.76,28-03-2024,Thursday,Personal Care,3,1,GREAT CLIPS,14
txn_0000222,user_0001,SPORT CLIPS #1858,0.2,29-03-2024,Friday,Personal Care,3,1,SPORT CLIPS,14
txn_0000223,user_0001,LOWES #2041,114.93,23-02-2024,Friday,Home Improvement,3,1,LOWES,10
txn_0000224,user_0001,WILLIAMS SONOMA,485.07,08-03-2024,Friday,Home Improvement,3,1,WILLIAMS SONOMA,10
txn_0000225,user_0001,ALLSTATE LIFE,204.83,07-01-2024,Sunday,Insurance,3,1,ALLSTATE LIFE,12
txn_0000226,user_0001,NEW YORK LIFE,171.2,08-01-2024,Monday,Insurance,3,1,NEW YORK LIFE,12
txn_0000227,user_0001,TRANSAMERICA,261.53,09-01-2024,Tuesday,Insurance,3,1,TRANSAMERICA,12
txn_0000228,user_0001,TRANSAMERICA,206.28,11-01-2024,Thursday,Insurance,3,1,TRANSAMERICA,12
txn_0000229,user_0001,METLIFE INS,116.4,12-01-2024,Friday,Insurance,3,1,METLIFE INS,12
txn_0000230,user_0001,ALLSTATE LIFE,269.89,12-01-2024,Friday,Insurance,3,1,ALLSTATE LIFE,12
txn_0000231,user_0001,STATE FARM LIFE,313.62,14-01-2024,Sunday,Insurance,3,1,STATE FARM LIFE,12
txn_0000232,user_0001,METLIFE INS,384.41,14-01-2024,Sunday,Insurance,3,1,METLIFE INS,12
txn_0000233,user_0001,TRANSAMERICA,286.97,15-01-2024,Monday,Insurance,3,1,TRANSAMERICA,12
txn_0000234,user_0001,METLIFE INS,147.64,16-01-2024,Tuesday,Insurance,3,1,METLIFE INS,12
txn_0000235,user_0001,METLIFE INS,280.9,17-01-2024,Wednesday,Insurance,3,1,METLIFE INS,12
txn_0000236,user_0001,METLIFE INS,42.15,20-01-2024,Saturday,Insurance,3,1,METLIFE INS,12
txn_0000237,user_0001,ALLSTATE LIFE,419.45,29-01-2024,Monday,Insurance,3,1,ALLSTATE LIFE,12
txn_0000238,user_0001,STATE FARM LIFE,360.45,29-01-2024,Monday,Insurance,3,1,STATE FARM LIFE,12
txn_0000239,user_0001,STATE FARM LIFE,196.25,29-01-2024,Monday,Insurance,3,1,STATE FARM LIFE,12
txn_0000240,user_0001,NEW YORK LIFE,72.11,02-02-2024,Friday,Insurance,3,1,NEW YORK LIFE,12
txn_0000241,user_0001,TRANSAMERICA,307.84,05-02-2024,Monday,Insurance,3,1,TRANSAMERICA,12
txn_0000242,user_0001,PRUDENTIAL INS,202.99,12-02-2024,Monday,Insurance,3,1,PRUDENTIAL INS,12
txn_0000243,user_0001,ALLSTATE LIFE,380.71,15-02-2024,Thursday,Insurance,3,1,ALLSTATE LIFE,12
