transaction_id,user_id,newid,diary_newid,survey_source,payee,amount,date,day_of_week,category,family_size,has_children
txn_0000039,user_0001,05116193,05051841,interview,PRUDENTIAL INS,1.19,2022-09-01,Thursday,Insurance,3,1
txn_0000040,user_0001,05116193,05051841,interview,PRUDENTIAL INS,0.13,2022-10-08,Saturday,Insurance,3,1
txn_0000041,user_0001,05116193,05051841,interview,ROBINHOOD,210.08,2022-02-11,Friday,Savings,3,1
txn_0000042,user_0001,05116193,05051841,interview,ROBINHOOD,274.94,2022-03-12,Saturday,Savings,3,1
txn_0000043,user_0001,05116193,05051841,interview,ROBINHOOD,500,2022-10-04,Tuesday,Savings,3,1
txn_0000044,user_0001,05116193,05051841,interview,PROPERTY MGMT CO,1300.0,2022-04-20,Wednesday,Rent / Mortgage,3,1
txn_0000045,user_0001,05116193,05051841,interview,GOOGLE*SERVICES,65.0,2022-07-28,Thursday,Other,3,1
txn_0000046,user_0001,05116193,05051841,diary,COSTCO WHSE #9289,91.09,2022-01-11,Tuesday,Groceries,7,1
txn_0000047,user_0001,05116193,05051841,diary,COSTCO WHSE #1207,32.97,2022-01-14,Friday,Groceries,7,1
txn_0000048,user_0001,05116193,05051841,diary,PUBLIX #9031,143.94,2022-01-16,Sunday,Groceries,7,1
txn_0000049,user_0001,05116193,05051841,diary,COSTCO WHSE #6934,80.08,2022-01-21,Friday,Groceries,7,1
txn_0000050,user_0001,05116193,05051841,diary,COSTCO WHSE #8532,134.85,2022-01-22,Saturday,Groceries,7,1
txn_0000051,user_0001,05116193,05051841,diary,COSTCO WHSE #8135,160.23,2022-01-27,Thursday,Groceries,7,1
txn_0000052,user_0001,05116193,05051841,diary,COSTCO WHSE #9548,26.81,2022-02-05,Saturday,Groceries,7,1
txn_0000053,user_0001,05116193,05051841,diary,PUBLIX #5425,150.81,2022-02-08,Tuesday,Groceries,7,1
txn_0000054,user_0001,05116193,05051841,diary,COSTCO WHSE #9817,106.9,2022-02-22,Tuesday,Groceries,7,1
txn_0000055,user_0001,05116193,05051841,diary,COSTCO WHSE #8616,92.69,2022-02-25,Friday,Groceries,7,1
txn_0000056,user_0001,05116193,05051841,diary,COSTCO WHSE #5397,159.75,2022-02-28,Monday,Groceries,7,1
txn_0000057,user_0001,05116193,05051841,diary,COSTCO WHSE #5022,67.0,2022-02-28,Monday,Groceries,7,1
txn_0000058,user_0001,05116193,05051841,diary,PUBLIX #2419,80.16,2022-03-03,Thursday,Groceries,7,1
txn_0000059,user_0001,05116193,05051841,diary,COSTCO WHSE #8385,152.4,2022-03-21,Monday,Groceries,7,1
txn_0000060,user_0001,05116193,05051841,diary,COSTCO WHSE #8613,144.34,2022-03-25,Friday,Groceries,7,1
txn_0000061,user_0001,05116193,05051841,diary,COSTCO WHSE #7209,101.5,2022-03-27,Sunday,Groceries,7,1
txn_0000062,user_0001,05116193,05051841,diary,COSTCO WHSE #9098,129.79,2022-04-12,Tuesday,Groceries,7,1
txn_0000063,user_0001,05116193,05051841,diary,PUBLIX #3979,139.18,2022-04-13,Wednesday,Groceries,7,1
txn_0000064,user_0001,05116193,05051841,diary,COSTCO WHSE #6813,153.28,2022-04-25,Monday,Groceries,7,1
txn_0000065,user_0001,05116193,05051841,diary,COSTCO WHSE #6576,94.31,2022-05-05,Thursday,Groceries,7,1
txn_0000066,user_0001,05116193,05051841,diary,COSTCO WHSE #5526,63.3,2022-06-04,Saturday,Groceries,7,1
txn_0000067,user_0001,05116193,05051841,diary,COSTCO WHSE #9464,93.93,2022-06-09,Thursday,Groceries,7,1
txn_0000068,user_0001,05116193,05051841,diary,PUBLIX #2402,80.0,2022-06-09,Thursday,Groceries,7,1
txn_0000069,user_0001,05116193,05051841,diary,COSTCO WHSE #7658,120.32,2022-06-27,Monday,Groceries,7,1
txn_0000070,user_0001,05116193,05051841,diary,COSTCO WHSE #4937,138.93,2022-06-29,Wednesday,Groceries,7,1
txn_0000071,user_0001,05116193,05051841,diary,COSTCO WHSE #9041,128.28,2022-07-08,Friday,Groceries,7,1
txn_0000072,user_0001,05116193,05051841,diary,COSTCO WHSE #1282,145.03,2022-07-12,Tuesday,Groceries,7,1
txn_0000073,user_0001,05116193,05051841,diary,COSTCO WHSE #4630,156.41,2022-07-23,Saturday,Groceries,7,1
txn_0000074,user_0001,05116193,05051841,diary,COSTCO WHSE #4986,165.22,2022-08-08,Monday,Groceries,7,1
txn_0000075,user_0001,05116193,05051841,diary,COSTCO WHSE #7046,100.91,2022-08-27,Saturday,Groceries,7,1
txn_0000076,user_0001,05116193,05051841,diary,COSTCO WHSE #9698,154.6,2022-08-31,Wednesday,Groceries,7,1
txn_0000077,user_0001,05116193,05051841,diary,COSTCO WHSE #6419,109.23,2022-09-30,Friday,Groceries,7,1
txn_0000078,user_0001,05116193,05051841,diary,COSTCO WHSE #8434,119.47,2022-10-16,Sunday,Groceries,7,1
txn_0000079,user_0001,05116193,05051841,diary,COSTCO WHSE #5118,36.09,2022-10-17,Monday,Groceries,7,1
txn_0000080,user_0001,05116193,05051841,diary,COSTCO WHSE #4155,34.21,2022-10-22,Saturday,Groceries,7,1
txn_0000081,user_0001,05116193,05051841,diary,COSTCO WHSE #9779,3.42,2022-10-24,Monday,Groceries,7,1
txn_0000082,user_0001,05116193,05051841,diary,PUBLIX #4033,0.34,2022-10-31,Monday,Groceries,7,1
txn_0000083,user_0001,05116193,05051841,diary,COSTCO WHSE #8933,0.03,2022-11-04,Friday,Groceries,7,1
txn_0000094,user_0001,05116193,05051841,diary,COSTCO WHSE #8690,0.01,2022-12-26,Monday,Groceries,7,1
txn_0000095,user_0001,05116193,05051841,diary,DOORDASH*V08HHX,33.91,2022-05-09,Monday,Dining Out,7,1
txn_0000096,user_0001,05116193,05051841,diary,DOORDASH*GCAQVK,26.21,2022-06-02,Thursday,Dining Out,7,1
txn_0000097,user_0001,05116193,05051841,diary,DOORDASH*ZZQY72,61.07,2022-06-06,Monday,Dining Out,7,1
txn_0000098,user_0001,05116193,05051841,diary,DOORDASH*X7PTX6,21.29,2022-06-06,Monday,Dining Out,7,1
txn_0000099,user_0001,05116193,05051841,diary,DUNKIN #19359,55.28,2022-08-02,Tuesday,Dining Out,7,1
txn_0000100,user_0001,05116193,05051841,diary,DOORDASH*2V37PQ,13.57,2022-08-08,Monday,Dining Out,7,1
txn_0000101,user_0001,05116193,05051841,diary,DOORDASH*OJTPV6,10.85,2022-08-15,Monday,Dining Out,7,1
txn_0000102,user_0001,05116193,05051841,diary,DOORDASH*VAIY4V,34.64,2022-09-25,Sunday,Dining Out,7,1
txn_0000103,user_0001,05116193,05051841,diary,DOORDASH*13U1GS,39.4,2022-10-19,Wednesday,Dining Out,7,1
txn_0000104,user_0001,05116193,05051841,diary,DOORDASH*K9P38Q,45.5,2022-10-29,Saturday,Dining Out,7,1
txn_0000105,user_0001,05116193,05051841,diary,DOORDASH*LDFORX,15.67,2022-11-02,Wednesday,Dining Out,7,1
txn_0000106,user_0001,05116193,05051841,diary,DOORDASH*1BDJE1,17.65,2022-11-07,Monday,Dining Out,7,1
txn_0000107,user_0001,05116193,05051841,diary,DUNKIN #10150,1.96,2022-11-14,Monday,Dining Out,7,1
txn_0000108,user_0001,05116193,05051841,diary,SEPHORA #9167,53.72,2022-07-05,Tuesday,Personal Care,7,1
txn_0000109,user_0001,05116193,05051841,diary,SEPHORA #1845,45.9,2022-08-01,Monday,Personal Care,7,1
txn_0000110,user_0001,05116193,05051841,diary,SEPHORA #9998,5.16,2022-09-23,Friday,Personal Care,7,1
txn_0000111,user_0001,05116193,05051841,diary,AMAZON.COM*TD96QE,20.66,2022-03-23,Wednesday,Household Supplies,7,1
txn_0000112,user_0001,05116193,05051841,diary,TARGET #9165,34.63,2022-05-03,Tuesday,Household Supplies,7,1
txn_0000113,user_0001,05116193,05051841,diary,TARGET #5781,87.4,2022-06-09,Thursday,Household Supplies,7,1
txn_0000114,user_0001,05116193,05051841,diary,AMAZON.COM*J49ITN,52.14,2022-11-08,Tuesday,Household Supplies,7,1
txn_0000115,user_0001,05116193,05051841,diary,TARGET #9327,11.57,2022-11-19,Saturday,Household Supplies,7,1
txn_0000116,user_0001,05116193,05051841,diary,AMAZON.COM*EC14M2,57.63,2022-12-30,Friday,Household Supplies,7,1
txn_0000117,user_0002,04946132,05158142,interview,XCEL ENERGY,50.0,2022-05-17,Tuesday,Utilities,2,0
txn_0000118,user_0002,04946132,05158142,interview,VERIZON*WIRELESS,126.0,2022-05-25,Wednesday,Phone & Internet,2,0
txn_0000119,user_0002,04946132,05158142,interview,EXXON MOBIL 42051937,91.35,2022-06-14,Tuesday,Transport,2,0
txn_0000120,user_0002,04946132,05158142,interview,SUNOCO #344907,69.71,2022-06-26,Sunday,Transport,2,0
txn_0000121,user_0002,04946132,05158142,interview,EXXON MOBIL 65133300,76.44,2022-07-13,Wednesday,Transport,2,0
txn_0000122,user_0002,04946132,05158142,interview,SUNOCO #880879,63.75,2022-08-22,Monday,Transport,2,0
txn_0000123,user_0002,04946132,05158142,interview,SUNOCO #950823,6.37,2022-09-05,Monday,Transport,2,0
txn_0000124,user_0002,04946132,05158142,interview,SUNOCO #795928,0.71,2022-10-06,Thursday,Transport,2,0
txn_0000125,user_0002,04946132,05158142,interview,ALLY FINANCIAL,64.0,2022-11-30,Wednesday,Vehicle Payment,2,0
txn_0000126,user_0002,04946132,05158142,interview,USAA INSURANCE,307.66,2022-02-21,Monday,Vehicle Insurance,2,0
txn_0000127,user_0002,04946132,05158142,interview,PROGRESSIVE INS,78.51,2022-09-15,Thursday,Vehicle Insurance,2,0
txn_0000128,user_0002,04946132,05158142,interview,PROGRESSIVE INS,273.83,2022-10-30,Sunday,Vehicle Insurance,2,0
txn_0000129,user_0002,04946132,05158142,interview,UNITED HEALTHCARE,70.0,2022-08-22,Monday,Health Insurance,2,0
txn_0000130,user_0002,04946132,05158142,interview,DAVE AND BUSTERS,22.0,2022-03-15,Tuesday,Entertainment,2,0
txn_0000131,user_0002,04946132,05158142,interview,PEACOCK TV,19.99,2022-02-08,Tuesday,Streaming,2,0
txn_0000132,user_0002,04946132,05158142,interview,YOUTUBE PREMIUM,12.01,2022-03-21,Monday,Streaming,2,0
txn_0000133,user_0002,04946132,05158142,interview,TJMAXX #7512,66.67,2022-06-23,Thursday,Clothing,2,0
txn_0000134,user_0002,04946132,05158142,interview,IKEA #489,372.31,2022-06-18,Saturday,Home Improvement,2,0
txn_0000135,user_0002,04946132,05158142,interview,IKEA #741,167.69,2022-12-12,Monday,Home Improvement,2,0
txn_0000136,user_0002,04946132,05158142,interview,TRANSAMERICA,258.3,2022-02-05,Saturday,Insurance,2,0
txn_0000137,user_0002,04946132,05158142,interview,TRANSAMERICA,271.56,2022-02-16,Wednesday,Insurance,2,0
txn_0000138,user_0002,04946132,05158142,interview,TRANSAMERICA,114.13,2022-04-27,Wednesday,Insurance,2,0
txn_0000139,user_0002,04946132,05158142,interview,METLIFE INS,11.41,2022-05-01,Sunday,Insurance,2,0
txn_0000140,user_0002,04946132,05158142,interview,TRANSAMERICA,1.27,2022-05-28,Saturday,Insurance,2,0
txn_0000141,user_0002,04946132,05158142,interview,WEALTHFRONT,500,2022-01-15,Saturday,Savings,2,0
txn_0000142,user_0002,04946132,05158142,interview,WEALTHFRONT,156.67,2022-01-24,Monday,Savings,2,0
txn_0000143,user_0002,04946132,05158142,interview,RED CROSS,81.05,2022-03-16,Wednesday,Charitable Giving,2,0
txn_0000144,user_0002,04946132,05158142,interview,RED CROSS,48.95,2022-08-09,Tuesday,Charitable Giving,2,0
txn_0000145,user_0002,04946132,05158142,interview,QUICKEN LOANS,1765.0,2022-12-16,Friday,Rent / Mortgage,2,0
txn_0000146,user_0002,04946132,05158142,interview,VENMO*PAYMENT,25.4,2022-07-15,Friday,Other,2,0
txn_0000147,user_0002,04946132,05158142,interview,AMAZON*MISC,14.37,2022-11-14,Monday,Other,2,0
txn_0000148,user_0002,04946132,05158142,interview,VENMO*PAYMENT,100.23,2022-12-16,Friday,Other,2,0
txn_0000149,user_0002,04946132,05158142,diary,PUBLIX #7248,90.41,2022-04-12,Tuesday,Groceries,3,0
txn_0000150,user_0002,04946132,05158142,diary,PUBLIX #5847,60.57,2022-05-09,Monday,Groceries,3,0
txn_0000151,user_0002,04946132,05158142,diary,TRADER JOES,60.77,2022-06-03,Friday,Groceries,3,0
txn_0000152,user_0002,04946132,05158142,diary,PUBLIX #7484,25.35,2022-06-04,Saturday,Groceries,3,0
txn_0000153,user_0002,04946132,05158142,diary,PUBLIX #1803,139.87,2022-07-16,Saturday,Groceries,3,0
txn_0000154,user_0002,04946132,05158142,diary,TRADER JOES,153.77,2022-08-06,Saturday,Groceries,3,0
txn_0000155,user_0002,04946132,05158142,diary,PUBLIX #5689,121.58,2022-08-22,Monday,Groceries,3,0
txn_0000156,user_0002,04946132,05158142,diary,PUBLIX #4770,46.75,2022-09-05,Monday,Groceries,3,0
txn_0000157,user_0002,04946132,05158142,diary,PUBLIX #6772,87.61,2022-10-28,Friday,Groceries,3,0
txn_0000158,user_0002,04946132,05158142,diary,PUBLIX #4115,73.76,2022-11-24,Thursday,Groceries,3,0
txn_0000159,user_0002,04946132,05158142,diary,PUBLIX #3240,18.49,2022-12-20,Tuesday,Groceries,3,0
txn_0000160,user_0003,04838584,05083231,interview,AMERICAN WATER,233.27,2022-07-06,Wednesday,Utilities,2,0
txn_0000161,user_0003,04838584,05083231,interview,AMERICAN WATER,159.96,2022-08-15,Monday,Utilities,2,0
txn_0000162,user_0003,04838584,05083231,interview,AMERICAN WATER,17.77,2022-11-28,Monday,Utilities,2,0
txn_0000163,user_0003,04838584,05083231,interview,COX COMMUNICATIONS,164.55,2022-03-09,Wednesday,Phone & Internet,2,0
txn_0000164,user_0003,04838584,05083231,interview,SPECTRUM*32084778,61.62,2022-07-07,Thursday,Phone & Internet,2,0
txn_0000165,user_0003,04838584,05083231,interview,COX COMMUNICATIONS,73.83,2022-10-04,Tuesday,Phone & Internet,2,0
txn_0000166,user_0003,04838584,05083231,interview,VALVOLINE #7242,90.27,2022-01-08,Saturday,Transport,2,0
txn_0000167,user_0003,04838584,05083231,interview,SUNOCO #489518,61.48,2022-02-16,Wednesday,Transport,2,0
txn_0000168,user_0003,04838584,05083231,interview,VALVOLINE #4830,88.75,2022-05-16,Monday,Transport,2,0
txn_0000169,user_0003,04838584,05083231,interview,VALVOLINE #6374,83.71,2022-07-07,Thursday,Transport,2,0
txn_0000170,user_0003,04838584,05083231,interview,SUNOCO #332120,49.45,2022-07-08,Friday,Transport,2,0
txn_0000171,user_0003,04838584,05083231,interview,VALVOLINE #8606,30.67,2022-07-22,Friday,Transport,2,0
txn_0000172,user_0003,04838584,05083231,interview,SUNOCO #416869,101.88,2022-07-23,Saturday,Transport,2,0
txn_0000173,user_0003,04838584,05083231,interview,VALVOLINE #2911,32.82,2022-10-03,Monday,Transport,2,0
txn_0000174,user_0003,04838584,05083231,interview,VALVOLINE #1609,60.27,2022-10-13,Thursday,Transport,2,0
txn_0000175,user_0003,04838584,05083231,interview,VALVOLINE #9071,6.03,2022-12-11,Sunday,Transport,2,0
txn_0000176,user_0003,04838584,05083231,interview,VALVOLINE #4846,0.67,2022-12-12,Monday,Transport,2,0
txn_0000177,user_0003,04838584,05083231,interview,UNITED HEALTHCARE,1007.26,2022-08-21,Sunday,Health Insurance,2,0
txn_0000178,user_0003,04838584,05083231,interview,UNITED HEALTHCARE,255.66,2022-10-04,Tuesday,Health Insurance,2,0
txn_0000179,user_0003,04838584,05083231,interview,UNITED HEALTHCARE,375.08,2022-12-23,Friday,Health Insurance,2,0
txn_0000180,user_0003,04838584,05083231,interview,QUEST DIAGNOSTICS,13.0,2022-08-01,Monday,Healthcare,2,0
txn_0000181,user_0003,04838584,05083231,interview,REGAL CINEMAS #5583,50.0,2022-09-08,Thursday,Entertainment,2,0
txn_0000182,user_0003,04838584,05083231,interview,DISNEY PLUS,5.56,2022-01-11,Tuesday,Streaming,2,0
txn_0000183,user_0003,04838584,05083231,interview,PARAMOUNT PLUS,13.4,2022-01-26,Wednesday,Streaming,2,0
txn_0000184,user_0003,04838584,05083231,interview,PARAMOUNT PLUS,15.09,2022-02-05,Saturday,Streaming,2,0
txn_0000185,user_0003,04838584,05083231,interview,PARAMOUNT PLUS,26.85,2022-03-06,Sunday,Streaming,2,0
txn_0000186,user_0003,04838584,05083231,interview,PARAMOUNT PLUS,24.65,2022-04-16,Saturday,Streaming,2,0
txn_0000187,user_0003,04838584,05083231,interview,PARAMOUNT PLUS,7.11,2022-04-17,Sunday,Streaming,2,0
txn_0000188,user_0003,04838584,05083231,interview,DISNEY PLUS,20.71,2022-04-19,Tuesday,Streaming,2,0
txn_0000189,user_0003,04838584,05083231,interview,DISNEY PLUS,17.43,2022-05-05,Thursday,Streaming,2,0
txn_0000190,user_0003,04838584,05083231,interview,PARAMOUNT PLUS,27.49,2022-06-20,Monday,Streaming,2,0
txn_0000191,user_0003,04838584,05083231,interview,PARAMOUNT PLUS,13.12,2022-08-22,Monday,Streaming,2,0
txn_0000192,user_0003,04838584,05083231,interview,PARAMOUNT PLUS,14.04,2022-10-11,Tuesday,Streaming,2,0
txn_0000193,user_0003,04838584,05083231,interview,DISNEY PLUS,9.2,2022-11-02,Wednesday,Streaming,2,0
txn_0000194,user_0003,04838584,05083231,interview,PARAMOUNT PLUS,4.81,2022-11-24,Thursday,Streaming,2,0
txn_0000195,user_0003,04838584,05083231,interview,PARAMOUNT PLUS,0.53,2022-11-25,Friday,Streaming,2,0
txn_0000196,user_0003,04838584,05083231,interview,KOHLS #1258,33.33,2022-05-02,Monday,Clothing,2,0
txn_0000197,user_0003,04838584,05083231,interview,LOWES #3076,230.0,2022-03-31,Thursday,Home Improvement,2,0
txn_0000198,user_0003,04838584,05083231,interview,ALLSTATE LIFE,265.8,2022-01-17,Monday,Insurance,2,0
txn_0000199,user_0003,04838584,05083231,interview,METLIFE INS,195.5,2022-02-07,Monday,Insurance,2,0
txn_0000200,user_0003,04838584,05083231,interview,METLIFE INS,267.09,2022-07-25,Monday,Insurance,2,0
txn_0000201,user_0003,04838584,05083231,interview,METLIFE INS,179.26,2022-08-07,Sunday,Insurance,2,0
txn_0000202,user_0003,04838584,05083231,interview,METLIFE INS,277.63,2022-08-16,Tuesday,Insurance,2,0
txn_0000203,user_0003,04838584,05083231,interview,METLIFE INS,191.32,2022-08-23,Tuesday,Insurance,2,0
txn_0000204,user_0003,04838584,05083231,interview,METLIFE INS,59.55,2022-09-03,Saturday,Insurance,2,0
txn_0000205,user_0003,04838584,05083231,interview,METLIFE INS,143.77,2022-09-09,Friday,Insurance,2,0
txn_0000206,user_0003,04838584,05083231,interview,METLIFE INS,14.38,2022-11-26,Saturday,Insurance,2,0
txn_0000207,user_0003,04838584,05083231,interview,METLIFE INS,1.44,2022-12-04,Sunday,Insurance,2,0
txn_0000208,user_0003,04838584,05083231,interview,METLIFE INS,0.16,2022-12-31,Saturday,Insurance,2,0
txn_0000209,user_0003,04838584,05083231,interview,CHARLES SCHWAB,335.33,2022-04-21,Thursday,Savings,2,0
txn_0000210,user_0003,04838584,05083231,interview,VANGUARD,500,2022-04-27,Wednesday,Savings,2,0
txn_0000211,user_0003,04838584,05083231,interview,CHARLES SCHWAB,133.23,2022-08-09,Tuesday,Savings,2,0
txn_0000212,user_0003,04838584,05083231,interview,CHARLES SCHWAB,354.61,2022-08-20,Saturday,Savings,2,0
txn_0000213,user_0003,04838584,05083231,interview,CHARLES SCHWAB,39.4,2022-10-10,Monday,Savings,2,0
txn_0000214,user_0003,04838584,05083231,interview,BANK OF AMER MTG,1170.67,2022-06-10,Friday,Rent / Mortgage,2,0
txn_0000215,user_0003,04838584,05083231,interview,PROPERTY TAX PMT,433.33,2022-07-11,Monday,Property Tax,2,0
txn_0000216,user_0003,04838584,05083231,diary,DOMINOS #8043,45.52,2022-01-04,Tuesday,Dining Out,1,0
txn_0000217,user_0003,04838584,05083231,diary,DOMINOS #8972,33.66,2022-01-15,Saturday,Dining Out,1,0
txn_0000218,user_0003,04838584,05083231,diary,DOMINOS #6053,12.29,2022-01-17,Monday,Dining Out,1,0
txn_0000219,user_0003,04838584,05083231,diary,DOMINOS #7475,11.96,2022-02-05,Saturday,Dining Out,1,0
txn_0000220,user_0003,04838584,05083231,diary,CHIPOTLE #1897,31.3,2022-02-11,Friday,Dining Out,1,0
txn_0000221,user_0003,04838584,05083231,diary,DOMINOS #5938,48.75,2022-02-13,Sunday,Dining Out,1,0
txn_0000222,user_0003,04838584,05083231,diary,CHIPOTLE #3248,27.99,2022-03-14,Monday,Dining Out,1,0
txn_0000223,user_0003,04838584,05083231,diary,DOMINOS #5742,14.46,2022-03-21,Monday,Dining Out,1,0
txn_0000224,user_0003,04838584,05083231,diary,DOMINOS #1126,10.55,2022-03-22,Tuesday,Dining Out,1,0
txn_0000225,user_0003,04838584,05083231,diary,DOMINOS #8055,60.58,2022-04-03,Sunday,Dining Out,1,0
txn_0000226,user_0003,04838584,05083231,diary,DOMINOS #7229,38.54,2022-04-04,Monday,Dining Out,1,0
txn_0000227,user_0003,04838584,05083231,diary,DOMINOS #4770,44.59,2022-04-21,Thursday,Dining Out,1,0
txn_0000228,user_0003,04838584,05083231,diary,DOMINOS #6802,30.12,2022-04-21,Thursday,Dining Out,1,0
txn_0000229,user_0003,04838584,05083231,diary,DOMINOS #1693,55.95,2022-05-20,Friday,Dining Out,1,0
txn_0000230,user_0003,04838584,05083231,diary,DOMINOS #8532,59.72,2022-05-20,Friday,Dining Out,1,0
txn_0000231,user_0003,04838584,05083231,diary,CHIPOTLE #6129,30.8,2022-06-08,Wednesday,Dining Out,1,0
txn_0000232,user_0003,04838584,05083231,diary,DOMINOS #7626,58.3,2022-06-09,Thursday,Dining Out,1,0
txn_0000233,user_0003,04838584,05083231,diary,DOMINOS #7843,10.07,2022-06-16,Thursday,Dining Out,1,0
txn_0000234,user_0003,04838584,05083231,diary,DOMINOS #7636,23.25,2022-06-23,Thursday,Dining Out,1,0
txn_0000235,user_0003,04838584,05083231,diary,DOMINOS #6321,24.63,2022-06-29,Wednesday,Dining Out,1,0
txn_0000236,user_0003,04838584,05083231,diary,DOMINOS #8538,12.98,2022-07-09,Saturday,Dining Out,1,0
txn_0000237,user_0003,04838584,05083231,diary,CHIPOTLE #6928,35.51,2022-07-12,Tuesday,Dining Out,1,0
txn_0000238,user_0003,04838584,05083231,diary,DOMINOS #2734,15.83,2022-07-25,Monday,Dining Out,1,0
txn_0000239,user_0003,04838584,05083231,diary,DOMINOS #7560,34.11,2022-08-01,Monday,Dining Out,1,0
txn_0000240,user_0003,04838584,05083231,diary,DOMINOS #7484,54.48,2022-08-03,Wednesday,Dining Out,1,0
txn_0000241,user_0003,04838584,05083231,diary,CHIPOTLE #6562,26.74,2022-08-06,Saturday,Dining Out,1,0
txn_0000242,user_0003,04838584,05083231,diary,DOMINOS #3754,38.24,2022-08-15,Monday,Dining Out,1,0
txn_0000243,user_0003,04838584,05083231,diary,DOMINOS #2868,13.61,2022-08-15,Monday,Dining Out,1,0
txn_0000244,user_0003,04838584,05083231,diary,DOMINOS #4176,22.74,2022-08-21,Sunday,Dining Out,1,0
txn_0000245,user_0003,04838584,05083231,diary,CHIPOTLE #6724,19.82,2022-09-06,Tuesday,Dining Out,1,0
